,MSKScaled
chr17.15,-2.99256019761443
chr17.18,-3.10529164348873
chr17.24,-3.1474729559725
chr17.25,-3.95372472937499
chr17.29,-4.28606068770048
chr17.30,6.47706566789943
chr17.31,2.91063370787199
chr17.33,-2.53798726066503
chr17.36,0.0860772483716435
chr17.37,-0.961332201791034
chr17.44,-0.453525983186161
chr17.45,-2.66815080665254
chr17.46,-0.702036485373394
chr17.47,-3.58718321435974
chr17.48,5.05170121533059
chr17.49,8.47669585112604
chr17.50,0.512945141559041
chr17.51,3.1888786842546
chr17.52,3.61905633238971
chr17.53,-1.75663016547297
chr17.54,0.996303652073192
chr17.57,2.70587002272819
chr17.59,0.720287702398078
chr17.61,0.535486952063609
chr17.62,-0.604593584855238
chr17.64,-1.50602994541544
chr17.65,0.856042535396244
chr17.66,-5.39415405007101
chr17.67,-7.7201438647115
chr17.68,-5.11538881003447
chr17.69,-0.551986531566497
chr17.70,-2.8440577173599
chr17.73,-0.600711749014791
chr17.74,-1.92715407350658
chr17.76,0.97734931327811
chr18.2,4.96656481312486
chr18.3,2.00513649929936
chr18.4,-1.77889998465312
chr18.5,8.32537248282669
chr18.6,-0.0296307580246401
chr18.7,6.399532244131
chr18.8,3.73159557596248
chr18.9,-6.00810063834868
chr18.10,0.654768784928075
chr18.11,0.234579535031591
chr18.12,0.459880616715388
chr18.14,-1.08798983965637
chr18.17,8.44544753045515
chr18.18,2.58350495250065
chr18.19,-1.53450253038524
chr18.20,9.31813541615972
chr18.21,0.645787412068427
chr18.22,2.52144201461202
chr18.23,1.08108201716371
chr18.24,0.716847534388414
chr18.25,4.42237072139516
chr18.26,-2.87995660967328
chr18.27,0.905886137975193
chr18.28,-8.17510034644389
chr18.29,-5.60470825604197
chr18.30,-4.18561242088049
chr18.31,-0.19234136385948
chr18.32,-5.69681209761287
chr18.33,-1.53714769071524
chr18.34,-5.30863924426954
chr18.35,-1.19392788885382
chr18.36,-3.78855111820668
chr18.37,-4.50390811385071
chr18.38,0.568932628174821
chr18.39,-3.24985220636553
chr18.40,-0.787966718750542
chr18.41,-5.08439232046141
chr18.42,-1.8699098530513
chr18.43,-5.38667203951441
chr18.44,-1.20861204064944
chr18.45,-1.18337241116043
chr18.46,2.09310527176205
chr18.47,-4.2183903025718
chr18.48,4.80668308449595
chr18.50,-1.87755122918731
chr18.51,-3.91001852195085
chr18.52,-4.03215346253121
chr18.53,-4.23591313889619
chr18.54,-3.98134622333328
chr18.55,9.36353527148026
chr18.56,3.86180470050905
chr18.57,-5.09290263268403
chr18.58,-3.12871710540772
chr18.59,-1.11364546477874
chr18.60,-1.0214517305595
chr18.61,-0.627727718512124
chr18.62,8.4946134181629
chr18.63,10.3503699172826
chr18.64,-5.59993973698484
chr18.65,-3.91400969988245
chr18.66,1.4238315728197
chr18.67,-2.20846536990556
chr18.68,6.08790408191889
chr18.69,-0.813062815408659
chr18.70,-3.61056350842502
chr18.71,-2.71671483811918
chr18.72,-0.712960816097619
chr18.73,-2.72820376332624
chr18.74,-4.77021314612854
chr19.26,11.4298660645146
chr19.27,7.96309296286227
chr19.28,14.3075140777963
chr19.29,12.6324772953231
chr19.31,5.47034200690576
chr19.32,5.3350016864063
chr19.39,3.11428381072996
chr19.48,-0.325901749715249
chr19.49,6.1516789472624
chr19.54,1.69924252779794
chr20.2,-4.47216940285585
chr20.3,-1.74211021955312
chr20.5,1.22016055321958
chr20.6,-0.803922627380541
chr20.7,0.451997381114234
chr20.8,-5.18459621927607
chr20.9,-2.89563979232316
chr20.10,-2.82565076822221
chr20.11,-7.40756282965056
chr20.12,-6.86036268327382
chr20.13,-2.78981866144499
chr20.14,-2.0234088943132
chr20.17,-3.04955507983531
chr20.18,-6.17994532412771
chr20.19,0.40060955554186
chr20.20,-0.858432814014365
chr20.21,-5.57863990505005
chr20.22,-1.21502222792065
chr20.23,1.06383923649737
chr20.24,6.05368836862597
chr20.25,6.73844677582928
chr20.28,-0.751921540472419
chr20.29,-3.30271509049565
chr20.33,0.12041981308747
chr20.34,-2.57339234146626
chr20.35,6.12574115043494
chr20.36,3.11253247255445
chr20.37,8.15629592199954
chr20.38,4.82287859887712
chr20.39,-0.96021680855378
chr20.40,0.653309596490538
chr20.41,0.384612653355843
chr20.42,-2.81699268128961
chr20.43,-0.133100540973427
chr20.44,1.79499494313884
chr20.45,0.785081753812904
chr20.46,0.217618732090413
chr20.47,0.330977751641788
chr20.48,-1.22288256634723
chr20.49,-0.974235077152351
chr20.50,7.21336956650915
chr20.51,12.9051294014773
chr20.52,13.200709554116
chr20.53,8.88197097687005
chr20.54,3.76198310898177
chr20.55,0.0436534828127466
chr20.56,-4.51414611174448
chr20.57,-1.84127609722449
chr20.59,1.02021084665438
chr21.14,-0.230228480732061
chr21.15,-0.040174206280736
chr21.17,12.4485557488388
chr21.18,6.2327475557993
chr21.19,2.95721335530834
chr21.20,4.9758930976017
chr21.21,10.4329532634125
chr21.22,2.95792341703438
chr21.23,-0.711763226029907
chr21.24,1.75760481526268
chr21.25,-3.19192208363511
chr21.26,-2.30743633388158
chr21.27,-2.73078239257335
chr21.28,-3.17328928978324
chr21.29,0.82039927428859
chr21.30,-4.14768714944945
chr21.31,-3.69396548195631
chr21.32,-0.43233511464754
chr21.33,-4.93494368242435
chr21.35,0.102210666471105
chr21.36,-3.61008128654141
chr21.37,-5.59321509159307
chr21.38,-9.48581253423141
chr21.39,-1.41378917584522
chr21.41,-4.8345419852702
chr21.43,0.0946499382383759
chr21.44,-4.44750972147956
chr22.16,-5.65554263880696
chr22.20,1.736994819277
chr22.23,-6.01525519668686
chr22.24,-8.01452017151372
chr22.25,-4.00159709392066
chr22.27,-5.10116505750497
chr22.30,-1.96326036071987
chr22.31,-3.06746513679293
chr22.32,-3.02719117745394
chr22.33,-3.64408455169242
chr22.34,-4.33835493096452
chr22.36,-0.606156748312285
chr22.37,-8.10294138337579
chr22.40,-0.0328819247148142
chr22.41,-2.1461942366615
chr22.42,-4.72938720913343
chr22.43,-1.97906455833304
chr22.44,-5.29072985517012
chr22.45,-6.36283959178645
chr22.46,-3.89029193956374
